Tarih,Yıl,Ay,Birim,Alış (Forex),Satış (Forex)
2025-10-10,2025,10,Euro (EUR),48.1872,48.274
2025-10-13,2025,10,Euro (EUR),48.3565,48.4436
2025-10-14,2025,10,Euro (EUR),48.2476,48.3345
2025-10-15,2025,10,Euro (EUR),48.5717,48.6592
2025-10-16,2025,10,Euro (EUR),48.6885,48.7762
2025-10-17,2025,10,Euro (EUR),48.8859,48.9739
2025-10-20,2025,10,Euro (EUR),48.8255,48.9135
2025-10-21,2025,10,Euro (EUR),48.6813,48.769
2025-10-22,2025,10,Euro (EUR),48.5808,48.6683
2025-10-23,2025,10,Euro (EUR),48.5803,48.6678
2025-10-24,2025,10,Euro (EUR),48.5943,48.6819
2025-10-27,2025,10,Euro (EUR),48.7086,48.7964
2025-10-30,2025,10,Euro (EUR),48.6582,48.7458
2025-10-31,2025,10,Euro (EUR),48.462,48.5493
2025-11-03,2025,11,Euro (EUR),48.3661,48.4532
2025-11-04,2025,11,Euro (EUR),48.3464,48.4335
2025-11-05,2025,11,Euro (EUR),48.288,48.375
2025-11-06,2025,11,Euro (EUR),48.4068,48.494
2025-11-07,2025,11,Euro (EUR),48.5281,48.6155
2025-11-10,2025,11,Euro (EUR),48.7023,48.7901
2025-11-11,2025,11,Euro (EUR),48.74,48.8278
2025-11-12,2025,11,Euro (EUR),48.8135,48.9014
2025-11-13,2025,11,Euro (EUR),48.9643,49.0525
2025-11-14,2025,11,Euro (EUR),49.0216,49.1099
2025-11-17,2025,11,Euro (EUR),49.0316,49.1199
2025-11-18,2025,11,Euro (EUR),48.9795,49.0678
2025-11-19,2025,11,Euro (EUR),48.9495,49.0377
2025-11-20,2025,11,Euro (EUR),48.7238,48.8116
2025-11-21,2025,11,Euro (EUR),48.7472,48.835
2025-11-24,2025,11,Euro (EUR),48.8473,48.9353
2025-11-25,2025,11,Euro (EUR),48.8415,48.9295
2025-11-26,2025,11,Euro (EUR),49.0355,49.1239
2025-11-27,2025,11,Euro (EUR),49.0878,49.1763
2025-11-28,2025,11,Euro (EUR),49.0114,49.0997
2025-12-01,2025,12,Euro (EUR),49.2708,49.3595
2025-12-02,2025,12,Euro (EUR),49.1783,49.2669
2025-12-03,2025,12,Euro (EUR),49.3609,49.4499
2025-12-04,2025,12,Euro (EUR),49.4583,49.5474
2025-12-05,2025,12,Euro (EUR),49.3699,49.4588
